reaction_id,substrate_smiles,substrate_class,leaving_group,reagent_smiles,reagent_role,solvent_type,temperature_class,mechanism_class
354,CC(C)CBr,1°,Br,Cl2,radical_source,non_polar,room_temp,other
355,CCBr,1°,Br,Cl2,radical_source,polar_aprotic,heat,other
356,CC(C)(C)Cl,3°,Cl,Cl,acid,non_polar,low,other
357,CCCCI,1°,I,[OH-],strong_base,polar_protic,room_temp,SN2
358,C=C,alkene,None,Cl,acid,polar_aprotic,low,electrophilic_addition
359,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,heat,SN2
360,CCCCl,1°,Cl,Cl,acid,non_polar,heat,other
361,CCBr,1°,Br,CC[O-],strong_base,polar_aprotic,heat,SN2
362,CI,methyl,I,Cl2,radical_source,non_polar,heat,other
363,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
364,CC(C)CBr,1°,Br,Cl2,radical_source,non_polar,heat,other
365,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_protic,low,E2
366,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,heat,other
367,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,low,other
368,CC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_aprotic,room_temp,E2
369,CC(C)CBr,1°,Br,Cl2,radical_source,polar_protic,heat,other
370,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,non_polar,heat,E2
371,C=C(C)C,alkene,None,Cl,acid,non_polar,low,electrophilic_addition
372,CI,methyl,I,Br2,radical_source,polar_aprotic,heat,other
373,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_protic,low,other
374,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,heat,other
375,CCC(C)(C)I,3°,I,Br,acid,polar_protic,room_temp,other
376,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,heat,other
377,CC(C)I,2°,I,Cl,acid,polar_aprotic,low,other
378,CBr,methyl,Br,Cl,acid,non_polar,low,other
379,CC(C)Br,2°,Br,CC[O-],strong_base,polar_protic,low,other
380,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
381,CC(C)(C)Br,3°,Br,Br,acid,polar_protic,heat,other
382,CCl,methyl,Cl,Cl2,radical_source,polar_protic,low,other
383,CI,methyl,I,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
384,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_protic,room_temp,E2
385,CCCCI,1°,I,O,weak_nucleophile,non_polar,room_temp,SN2
386,C=CC,alkene,None,Cl,acid,polar_aprotic,heat,electrophilic_addition
387,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,low,E2
388,CCC(C)Cl,2°,Cl,Cl,acid,polar_aprotic,heat,other
389,CC(C)Br,2°,Br,Cl,acid,polar_protic,heat,other
390,BrC1CCCCC1,2°,Br,Br,acid,polar_aprotic,low,other
391,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,room_temp,other
392,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,polar_aprotic,low,SN2
393,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,heat,SN2
394,CI,methyl,I,Br,acid,polar_protic,heat,other
395,CC(C)I,2°,I,O,weak_nucleophile,non_polar,room_temp,other
396,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,non_polar,heat,other
397,CBr,methyl,Br,Br2,radical_source,polar_aprotic,room_temp,other
398,CCl,methyl,Cl,RS-,strong_nucleophile,polar_protic,low,SN2
399,CCCCl,1°,Cl,Br,acid,polar_aprotic,low,other
400,CBr,methyl,Br,RS-,strong_nucleophile,polar_aprotic,heat,SN2
401,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,heat,SN2
402,CCC(C)Cl,2°,Cl,Cl2,radical_source,polar_protic,heat,other
403,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
404,CI,methyl,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
405,CI,methyl,I,O,weak_nucleophile,polar_protic,low,SN2
406,CBr,methyl,Br,CN-,strong_nucleophile,non_polar,heat,SN2
407,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_aprotic,heat,SN2
408,CCCCl,1°,Cl,CO,weak_nucleophile,polar_protic,room_temp,SN2
409,C=C(C)C,alkene,None,Br,acid,polar_aprotic,heat,electrophilic_addition
410,C=CC,alkene,None,Br2,radical_source,non_polar,low,electrophilic_addition
411,CCCCI,1°,I,[OH-],strong_base,polar_protic,low,SN2
412,CCCCI,1°,I,CN-,strong_nucleophile,non_polar,low,SN2
413,CC(C)CBr,1°,Br,Br2,radical_source,polar_aprotic,heat,other
414,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,non_polar,heat,other
415,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_aprotic,room_temp,E2
416,CC(C)I,2°,I,Cl2,radical_source,polar_aprotic,room_temp,other
417,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,room_temp,E2
418,CC(C)I,2°,I,Br2,radical_source,polar_protic,low,other
419,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_protic,low,other
420,CCl,methyl,Cl,CO,weak_nucleophile,polar_aprotic,heat,SN2
421,CCCCI,1°,I,RS-,strong_nucleophile,non_polar,room_temp,SN2
422,CCl,methyl,Cl,CC[O-],strong_base,polar_protic,room_temp,SN2
423,CCC(C)Cl,2°,Cl,O,weak_nucleophile,non_polar,heat,other
424,CC(C)Br,2°,Br,Br2,radical_source,polar_protic,room_temp,other
425,CCCCl,1°,Cl,CC[O-],strong_base,polar_aprotic,low,SN2
426,CCBr,1°,Br,Br2,radical_source,polar_aprotic,room_temp,other
427,CCBr,1°,Br,Cl,acid,polar_aprotic,low,other
428,CBr,methyl,Br,CC[O-],strong_base,polar_protic,room_temp,SN2
429,BrC1CCCCC1,2°,Br,Cl,acid,polar_protic,heat,other
430,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_aprotic,room_temp,other
431,CCC(C)Cl,2°,Cl,[OH-],strong_base,polar_aprotic,room_temp,other
432,CC(C)C,alkane,None,Cl2,radical_source,polar_aprotic,heat,radical_substitution
433,BrC1CCCCC1,2°,Br,O,weak_nucleophile,non_polar,low,other
434,CI,methyl,I,Br2,radical_source,non_polar,low,other
435,CC(C)I,2°,I,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
436,CCl,methyl,Cl,Cl2,radical_source,polar_protic,heat,other
437,CCC(C)(C)I,3°,I,O,weak_nucleophile,non_polar,low,other
438,CC(C)I,2°,I,CC[O-],strong_base,polar_aprotic,low,other
439,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,low,E2
440,CC(C)CBr,1°,Br,Cl,acid,polar_aprotic,room_temp,other
441,CCCCI,1°,I,[OH-],strong_base,non_polar,heat,SN2
442,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_aprotic,low,other
443,CI,methyl,I,RS-,strong_nucleophile,polar_protic,heat,SN2
444,CI,methyl,I,CC[O-],strong_base,polar_protic,low,SN2
445,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_protic,heat,other
446,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_protic,heat,E2
447,CCC(C)(C)Br,3°,Br,CC[O-],strong_base,non_polar,low,E2
448,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_aprotic,heat,E2
449,CCC(C)Cl,2°,Cl,CO,weak_nucleophile,polar_aprotic,low,other
450,CCl,methyl,Cl,[OH-],strong_base,polar_aprotic,room_temp,SN2
451,CI,methyl,I,CN-,strong_nucleophile,polar_protic,room_temp,SN2
452,CCCCI,1°,I,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
453,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_protic,low,other
454,CC(C)Br,2°,Br,O,weak_nucleophile,polar_protic,heat,SN1
455,CC(C)CBr,1°,Br,CO,weak_nucleophile,non_polar,low,SN2
456,CC(C)I,2°,I,I-,strong_nucleophile,non_polar,low,other
457,CBr,methyl,Br,Br2,radical_source,polar_protic,low,other
458,CC(C)Br,2°,Br,O,weak_nucleophile,polar_protic,heat,SN1
459,CC(C)CBr,1°,Br,Br,acid,polar_protic,room_temp,other
460,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,polar_protic,low,other
461,CC(C)Br,2°,Br,Cl2,radical_source,polar_aprotic,heat,other
462,CBr,methyl,Br,RS-,strong_nucleophile,non_polar,low,SN2
463,CCCCI,1°,I,[OH-],strong_base,polar_protic,heat,SN2
464,C=C(C)C,alkene,None,Cl2,radical_source,polar_protic,heat,electrophilic_addition
465,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_aprotic,heat,other
466,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_aprotic,room_temp,other
467,CCl,methyl,Cl,Br2,radical_source,polar_aprotic,room_temp,other
468,C=C(C)C,alkene,None,Cl,acid,polar_aprotic,low,electrophilic_addition
469,CCBr,1°,Br,I-,strong_nucleophile,polar_protic,room_temp,SN2
470,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,low,other
471,CI,methyl,I,Br2,radical_source,non_polar,heat,other
472,CC(C)I,2°,I,O,weak_nucleophile,polar_aprotic,heat,other
473,CC(C)Br,2°,Br,CO,weak_nucleophile,polar_protic,low,SN1
474,CCCCI,1°,I,[OH-],strong_base,polar_aprotic,room_temp,SN2
475,CCCCl,1°,Cl,Br2,radical_source,polar_aprotic,room_temp,other
476,CC(C)CBr,1°,Br,Br2,radical_source,polar_protic,low,other
477,CCl,methyl,Cl,Br2,radical_source,polar_aprotic,heat,other
478,CCCCI,1°,I,O,weak_nucleophile,polar_aprotic,room_temp,SN2
479,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_protic,heat,other
480,CI,methyl,I,Cl,acid,polar_protic,low,other
481,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
482,CC(C)Br,2°,Br,Br,acid,polar_protic,heat,other
483,CCl,methyl,Cl,Br2,radical_source,polar_protic,heat,other
484,CC(C)I,2°,I,Br2,radical_source,polar_protic,low,other
485,CCCCI,1°,I,Br,acid,polar_protic,room_temp,other
486,CCBr,1°,Br,Br2,radical_source,polar_protic,room_temp,other
487,CCBr,1°,Br,[OH-],strong_base,polar_protic,room_temp,SN2
488,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,SN2
489,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,heat,other
490,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_aprotic,room_temp,other
491,CI,methyl,I,I-,strong_nucleophile,polar_aprotic,heat,SN2
492,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,other
493,C=C,alkene,None,Cl2,radical_source,non_polar,room_temp,electrophilic_addition
494,CCC,alkane,None,Cl2,radical_source,polar_protic,heat,radical_substitution
495,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_protic,low,other
496,CCBr,1°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
497,CCC(C)(C)I,3°,I,Cl,acid,polar_aprotic,low,other
498,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,non_polar,room_temp,other
499,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_aprotic,heat,SN2
500,CCCCl,1°,Cl,Br,acid,polar_protic,heat,other
501,CI,methyl,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
502,CI,methyl,I,O,weak_nucleophile,polar_aprotic,low,SN2
503,CC(C)I,2°,I,CO,weak_nucleophile,polar_aprotic,room_temp,other
504,CI,methyl,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
505,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_protic,room_temp,other
506,CC(C)I,2°,I,[OH-],strong_base,non_polar,low,other
507,CCCCl,1°,Cl,Br,acid,polar_aprotic,heat,other
508,CBr,methyl,Br,Br2,radical_source,polar_aprotic,room_temp,other
509,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_protic,heat,E2
510,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_aprotic,low,SN2
511,CBr,methyl,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
512,CC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_protic,room_temp,E2
513,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_aprotic,low,other
514,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_protic,heat,other
515,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_aprotic,low,other
516,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_protic,room_temp,other
517,CCC(C)(C)I,3°,I,Cl,acid,polar_aprotic,heat,other
518,CCCCl,1°,Cl,Cl,acid,non_polar,low,other
519,CCBr,1°,Br,CC[O-],strong_base,polar_aprotic,room_temp,SN2
520,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,low,SN1
521,CC(C)CBr,1°,Br,Cl,acid,non_polar,room_temp,other
522,CC(C)Br,2°,Br,RS-,strong_nucleophile,polar_aprotic,low,SN2
523,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,low,other
524,CC(C)I,2°,I,I-,strong_nucleophile,non_polar,heat,other
525,CC(C)I,2°,I,CC[O-],strong_base,polar_aprotic,room_temp,other
526,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_protic,low,SN1
527,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,low,other
528,CC(C)CBr,1°,Br,O,weak_nucleophile,non_polar,heat,SN2
529,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_aprotic,heat,E2
530,CCl,methyl,Cl,Cl,acid,polar_aprotic,room_temp,other
531,CBr,methyl,Br,Cl2,radical_source,polar_aprotic,room_temp,other
532,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,polar_aprotic,low,other
533,CBr,methyl,Br,Cl2,radical_source,polar_aprotic,low,other
534,CCl,methyl,Cl,I-,strong_nucleophile,polar_aprotic,low,SN2
535,CCC,alkane,None,Br2,radical_source,polar_protic,room_temp,radical_substitution
536,CBr,methyl,Br,CN-,strong_nucleophile,polar_aprotic,low,SN2
537,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,non_polar,heat,other
538,CCCCl,1°,Cl,[OH-],strong_base,polar_aprotic,heat,SN2
539,CI,methyl,I,Br,acid,polar_aprotic,heat,other
540,C=C,alkene,None,Cl2,radical_source,polar_protic,room_temp,electrophilic_addition
541,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,polar_protic,low,SN1
542,CC(C)I,2°,I,I-,strong_nucleophile,polar_protic,low,other
543,CCC(C)(C)Br,3°,Br,Cl,acid,polar_protic,low,other
544,CBr,methyl,Br,O,weak_nucleophile,polar_protic,low,SN2
545,CCBr,1°,Br,CC[O-],strong_base,polar_protic,heat,SN2
546,CBr,methyl,Br,Br2,radical_source,polar_protic,low,other
547,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,room_temp,other
548,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_protic,heat,other
549,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_protic,heat,other
550,CC(C)Br,2°,Br,CC[O-],strong_base,polar_aprotic,low,other
551,CCCCI,1°,I,CO,weak_nucleophile,polar_protic,room_temp,SN2
552,CCC(C)(C)I,3°,I,Cl,acid,polar_protic,low,other
553,CCC(C)(C)Br,3°,Br,Cl,acid,polar_protic,low,other
554,CCCCI,1°,I,Br,acid,polar_aprotic,heat,other
555,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_aprotic,low,SN2
556,CI,methyl,I,CO,weak_nucleophile,non_polar,low,SN2
557,CCCCl,1°,Cl,Br,acid,polar_aprotic,room_temp,other
558,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_aprotic,heat,other
559,CCC(C)Cl,2°,Cl,Cl,acid,polar_aprotic,low,other
560,C=C(C)C,alkene,None,Br,acid,polar_aprotic,heat,electrophilic_addition
561,C=C,alkene,None,Br2,radical_source,non_polar,room_temp,electrophilic_addition
562,CCCCI,1°,I,I-,strong_nucleophile,polar_aprotic,heat,SN2
563,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_aprotic,low,other
564,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,other
565,CCl,methyl,Cl,Br2,radical_source,polar_aprotic,heat,other
566,CCl,methyl,Cl,Br2,radical_source,non_polar,heat,other
567,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,low,other
568,CCC(C)(C)I,3°,I,Cl2,radical_source,non_polar,low,other
569,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_aprotic,low,E2
570,CCC(C)(C)I,3°,I,Br2,radical_source,polar_protic,low,other
571,CBr,methyl,Br,Br,acid,polar_protic,low,other
572,CCCCI,1°,I,I-,strong_nucleophile,non_polar,low,SN2
573,CCCCl,1°,Cl,O,weak_nucleophile,non_polar,heat,SN2
574,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_aprotic,room_temp,other
575,CBr,methyl,Br,I-,strong_nucleophile,polar_protic,low,SN2
576,C=C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
577,CCBr,1°,Br,CN-,strong_nucleophile,polar_protic,low,SN2
578,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_protic,low,other
579,CC(C)(C)Br,3°,Br,Cl,acid,non_polar,low,other
580,CCl,methyl,Cl,I-,strong_nucleophile,polar_protic,low,SN2
581,CC(C)Br,2°,Br,CO,weak_nucleophile,non_polar,room_temp,other
582,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,low,E2
583,CCCCI,1°,I,CN-,strong_nucleophile,polar_protic,room_temp,SN2
584,CC(C)I,2°,I,Br2,radical_source,polar_aprotic,room_temp,other
585,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_aprotic,heat,SN2
586,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,low,other
587,CCl,methyl,Cl,Cl2,radical_source,non_polar,room_temp,other
588,CCBr,1°,Br,CC[O-],strong_base,non_polar,low,SN2
589,CBr,methyl,Br,Cl2,radical_source,polar_protic,room_temp,other
590,BrC1CCCCC1,2°,Br,CN-,strong_nucleophile,polar_aprotic,low,SN2
591,CI,methyl,I,CN-,strong_nucleophile,polar_protic,low,SN2
592,CI,methyl,I,[OH-],strong_base,non_polar,low,SN2
593,CBr,methyl,Br,[OH-],strong_base,polar_protic,heat,SN2
594,CCC(C)Cl,2°,Cl,Br2,radical_source,non_polar,heat,other
595,CCl,methyl,Cl,Cl2,radical_source,polar_protic,low,other
596,CCl,methyl,Cl,Br,acid,polar_aprotic,low,other
597,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_protic,heat,E2
598,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_protic,low,other
599,CI,methyl,I,Cl,acid,polar_protic,heat,other
600,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,heat,E1
601,CBr,methyl,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
602,CC(C)I,2°,I,Cl,acid,polar_aprotic,low,other
603,BrC1CCCCC1,2°,Br,RS-,strong_nucleophile,non_polar,heat,other
604,CC(C)(C)Br,3°,Br,Cl2,radical_source,non_polar,heat,other
605,CCBr,1°,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
606,CCl,methyl,Cl,[OH-],strong_base,non_polar,low,SN2
607,CCCCl,1°,Cl,Br2,radical_source,polar_aprotic,room_temp,other
608,CC(C)Br,2°,Br,Br,acid,non_polar,heat,other
609,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,heat,SN2
610,CCCCl,1°,Cl,[OH-],strong_base,polar_protic,room_temp,SN2
611,CBr,methyl,Br,I-,strong_nucleophile,polar_protic,low,SN2
612,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,room_temp,other
613,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,heat,SN2
614,BrC1CCCCC1,2°,Br,CC[O-],strong_base,non_polar,room_temp,other
615,CBr,methyl,Br,CC[O-],strong_base,polar_protic,heat,SN2
616,BrC1CCCCC1,2°,Br,Cl,acid,polar_aprotic,low,other
617,CC(C)I,2°,I,CN-,strong_nucleophile,non_polar,heat,other
618,CC(C)CBr,1°,Br,Br,acid,non_polar,room_temp,other
619,CC(C)(C)Cl,3°,Cl,Br,acid,polar_aprotic,heat,other
620,CI,methyl,I,Br,acid,polar_protic,low,other
621,CBr,methyl,Br,CO,weak_nucleophile,polar_aprotic,heat,SN2
622,CCl,methyl,Cl,Br2,radical_source,polar_protic,heat,other
623,CI,methyl,I,Br2,radical_source,polar_protic,heat,other
624,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_protic,heat,SN2
625,CC(C)I,2°,I,RS-,strong_nucleophile,polar_protic,low,other
626,CC(C)I,2°,I,Cl2,radical_source,non_polar,low,other
627,CCl,methyl,Cl,CC[O-],strong_base,non_polar,low,SN2
628,CCCCI,1°,I,CO,weak_nucleophile,polar_protic,heat,SN2
629,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
630,CC(C)C,alkane,None,Br2,radical_source,polar_protic,heat,radical_substitution
631,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
632,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,heat,other
633,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,heat,other
634,CC(C)(C)Br,3°,Br,Cl,acid,non_polar,room_temp,other
635,CCCCl,1°,Cl,[OH-],strong_base,polar_protic,room_temp,SN2
636,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,heat,SN2
637,BrC1CCCCC1,2°,Br,[OH-],strong_base,non_polar,low,other
638,CCCCl,1°,Cl,I-,strong_nucleophile,polar_protic,heat,SN2
639,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,polar_protic,heat,SN1
640,CBr,methyl,Br,Br2,radical_source,polar_protic,low,other
641,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,low,other
642,BrC1CCCCC1,2°,Br,Cl,acid,polar_protic,room_temp,other
643,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
644,C1CCCCC1,alkane,None,Br2,radical_source,non_polar,heat,radical_substitution
645,CC(C)Br,2°,Br,Br2,radical_source,polar_aprotic,low,other
646,CCC(C)Cl,2°,Cl,Cl2,radical_source,polar_aprotic,low,other
647,CC(C)I,2°,I,CC[O-],strong_base,polar_aprotic,room_temp,other
648,CBr,methyl,Br,I-,strong_nucleophile,non_polar,heat,SN2
649,C=C,alkene,None,Cl2,radical_source,non_polar,heat,electrophilic_addition
650,CCCCI,1°,I,O,weak_nucleophile,polar_protic,heat,SN2
651,CCBr,1°,Br,RS-,strong_nucleophile,non_polar,heat,SN2
652,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,room_temp,other
653,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,low,E2
654,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_aprotic,room_temp,other
655,CI,methyl,I,CO,weak_nucleophile,polar_aprotic,low,SN2
656,BrC1CCCCC1,2°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
657,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,low,other
658,CCC(C)(C)Br,3°,Br,Br2,radical_source,non_polar,heat,other
659,CC(C)I,2°,I,RS-,strong_nucleophile,polar_protic,heat,other
660,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,non_polar,heat,other
661,CC(C)CBr,1°,Br,Br,acid,polar_protic,heat,other
662,CC(C)I,2°,I,[OH-],strong_base,polar_aprotic,heat,E2
663,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_aprotic,heat,SN2
664,CBr,methyl,Br,Br2,radical_source,polar_aprotic,heat,other
665,CC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_aprotic,heat,E2
666,CCC(C)Cl,2°,Cl,CO,weak_nucleophile,polar_protic,heat,SN1
667,CCC(C)(C)Br,3°,Br,Cl,acid,non_polar,low,other
668,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,room_temp,other
669,C=CC,alkene,None,Br,acid,polar_aprotic,room_temp,electrophilic_addition
670,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,low,SN2
671,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_aprotic,low,other
672,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,heat,other
673,CCCCI,1°,I,[OH-],strong_base,polar_aprotic,heat,SN2
674,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,room_temp,SN1
675,C=C(C)C,alkene,None,Cl2,radical_source,polar_protic,room_temp,electrophilic_addition
676,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_aprotic,heat,other
677,CCC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_aprotic,heat,E2
678,CCCCl,1°,Cl,CO,weak_nucleophile,non_polar,room_temp,SN2
679,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,low,electrophilic_addition
680,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
681,CCC(C)Cl,2°,Cl,O,weak_nucleophile,non_polar,low,other
682,CCCCI,1°,I,CN-,strong_nucleophile,non_polar,room_temp,SN2
683,CI,methyl,I,[OH-],strong_base,polar_protic,low,SN2
684,CCCCI,1°,I,RS-,strong_nucleophile,polar_protic,low,SN2
685,CC(C)I,2°,I,O,weak_nucleophile,polar_protic,room_temp,SN1
686,CCC(C)(C)I,3°,I,Cl2,radical_source,non_polar,low,other
687,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,heat,SN2
688,CC(C)CBr,1°,Br,CC[O-],strong_base,non_polar,low,SN2
689,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_protic,low,SN2
690,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,low,E2
691,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,low,other
692,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,room_temp,other
693,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,room_temp,other
694,CBr,methyl,Br,[OH-],strong_base,polar_protic,heat,SN2
695,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,room_temp,E2
696,BrC1CCCCC1,2°,Br,Cl2,radical_source,non_polar,heat,other
697,CC(C)Br,2°,Br,RS-,strong_nucleophile,polar_protic,heat,other
698,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,heat,other
699,CC(C)CBr,1°,Br,Br,acid,polar_protic,low,other
700,CC(C)CBr,1°,Br,CN-,strong_nucleophile,polar_protic,room_temp,SN2
701,CCCCI,1°,I,Br2,radical_source,polar_protic,heat,other
702,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_protic,room_temp,E2
703,CCC,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
704,CC(C)I,2°,I,Br,acid,polar_protic,heat,other
705,CI,methyl,I,[OH-],strong_base,polar_aprotic,low,SN2
706,C=CC,alkene,None,Cl,acid,polar_aprotic,low,electrophilic_addition
707,CC(C)(C)Br,3°,Br,[OH-],strong_base,non_polar,low,E2
708,CCC(C)(C)I,3°,I,Br2,radical_source,polar_protic,low,other
709,C=CC,alkene,None,Cl,acid,polar_aprotic,room_temp,electrophilic_addition
